Loyalty#,Country,Province or State,City,Gender,Education,Location Code,Marital Status,LoyaltyStatus,EnrollmentType,Income_Bins,Preferred_Season,CLV_Bins,Loyalty#
188318,Canada,Ontario,Kingston,female,Bachelor,Suburban,Married,Star,Standard,Medium,Summer_Flights,Low,188318
966729,Canada,Saskatchewan,Regina,female,Bachelor,Suburban,Married,Star,Standard,Medium,Autumn_Flights,Low,966729
922484,Canada,Manitoba,Winnipeg,female,Bachelor,Rural,Married,Star,Standard,Medium,Summer_Flights,Low,922484
926300,Canada,Quebec,Montreal,male,Bachelor,Urban,Married,Star,Standard,Medium,Summer_Flights,Low,926300
211891,Canada,British Columbia,Vancouver,female,Bachelor,Rural,Married,Star,Standard,High,Summer_Flights,Low,211891
660294,Canada,Ontario,Trenton,male,Bachelor,Rural,Married,Star,Standard,High,Spring_Flights,Low,660294
267291,Canada,Ontario,Ottawa,female,Bachelor,Rural,Divorced,Star,Standard,Medium,Spring_Flights,Low,267291
409989,Canada,New Brunswick,Fredericton,female,College,Rural,Single,Star,Standard,Low,Winter_Flights,Low,409989
758738,Canada,Quebec,Montreal,male,College,Urban,Single,Star,Standard,Low,Spring_Flights,Low,758738
708634,Canada,Ontario,Thunder Bay,male,Bachelor,Rural,Married,Star,Standard,High,Summer_Flights,Low,708634
370660,Canada,British Columbia,Vancouver,female,Bachelor,Suburban,Married,Star,2021 Promotion,Medium,Summer_Flights,Low,370660
849587,Canada,Ontario,Toronto,male,Bachelor,Urban,Married,Star,Standard,Medium,Summer_Flights,Low,849587
599442,Canada,British Columbia,Vancouver,male,College,Rural,Married,Star,Standard,Low,Summer_Flights,Low,599442
752580,Canada,Ontario,Toronto,male,College,Rural,Married,Star,Standard,Low,Autumn_Flights,Low,752580
462663,Canada,British Columbia,Vancouver,female,Bachelor,Rural,Married,Star,Standard,Medium,Summer_Flights,Low,462663
978048,Canada,Ontario,Toronto,female,Bachelor,Suburban,Married,Star,Standard,Medium,Autumn_Flights,Low,978048
826975,Canada,New Brunswick,Moncton,female,Bachelor,Suburban,Divorced,Star,Standard,High,Summer_Flights,Low,826975
858427,Canada,Quebec,Tremblant,male,Bachelor,Rural,Divorced,Star,Standard,High,Non_Travel,Low,858427
420457,Canada,Quebec,Montreal,female,College,Suburban,Divorced,Star,Standard,Low,Summer_Flights,Low,420457
497108,Canada,British Columbia,Whistler,female,College,Urban,Divorced,Star,Standard,Low,Spring_Flights,Low,497108
238156,Canada,British Columbia,Vancouver,male,College,Suburban,Married,Star,Standard,Low,Autumn_Flights,Low,238156
776317,Canada,Ontario,Toronto,female,College,Suburban,Married,Star,2021 Promotion,Low,Spring_Flights,Low,776317
250619,Canada,Nova Scotia,Halifax,male,Bachelor,Suburban,Married,Star,Standard,Medium,Summer_Flights,Low,250619
680376,Canada,Saskatchewan,Regina,female,Bachelor,Urban,Married,Star,Standard,Medium,Autumn_Flights,Low,680376
691855,Canada,Ontario,Toronto,male,Bachelor,Rural,Married,Star,Standard,High,Autumn_Flights,Low,691855
833728,Canada,British Columbia,Dawson Creek,female,Bachelor,Rural,Married,Star,Standard,High,Summer_Flights,Low,833728
258951,Canada,Ontario,Toronto,male,College,Rural,Single,Star,Standard,Low,Summer_Flights,Low,258951
354477,Canada,British Columbia,Dawson Creek,male,College,Urban,Single,Star,Standard,Low,Summer_Flights,Low,354477
417001,Canada,Quebec,Quebec City,female,Bachelor,Rural,Single,Star,Standard,High,Autumn_Flights,Low,417001
626211,Canada,Nova Scotia,Halifax,male,Bachelor,Urban,Single,Star,Standard,High,Autumn_Flights,Low,626211
597197,Canada,Ontario,Toronto,male,Bachelor,Rural,Married,Star,Standard,High,Winter_Flights,Low,597197
986421,Canada,Alberta,Peace River,male,Bachelor,Suburban,Married,Star,Standard,High,Spring_Flights,Low,986421
779085,Canada,New Brunswick,Fredericton,male,Bachelor,Urban,Single,Star,Standard,High,Winter_Flights,Low,779085
921705,Canada,Quebec,Montreal,male,Bachelor,Rural,Single,Star,Standard,High,Summer_Flights,Low,921705
317888,Canada,Ontario,Toronto,male,Bachelor,Rural,Married,Star,Standard,High,Winter_Flights,Low,317888
777171,Canada,British Columbia,Dawson Creek,female,Bachelor,Urban,Married,Star,Standard,High,Spring_Flights,Low,777171
932745,Canada,Quebec,Quebec City,female,Bachelor,Urban,Married,Star,Standard,High,Autumn_Flights,Low,932745
947620,Canada,Nova Scotia,Halifax,female,Bachelor,Suburban,Married,Star,Standard,High,Summer_Flights,Low,947620
742509,Canada,Quebec,Montreal,female,High School or Below,Rural,Divorced,Star,Standard,Low,Summer_Flights,Low,742509
924268,Canada,Manitoba,Winnipeg,female,High School or Below,Suburban,Divorced,Star,2021 Promotion,Low,Autumn_Flights,Low,924268
202218,Canada,Ontario,Ottawa,male,College,Rural,Single,Star,Standard,Low,Autumn_Flights,Low,202218
612963,Canada,Ontario,Toronto,male,Bachelor,Suburban,Married,Star,Standard,Medium,Winter_Flights,Low,612963
666473,Canada,British Columbia,Dawson Creek,male,Bachelor,Suburban,Married,Star,Standard,Medium,Autumn_Flights,Low,666473
136715,Canada,British Columbia,Vancouver,female,Bachelor,Rural,Single,Star,Standard,High,Autumn_Flights,Low,136715
539941,Canada,Ontario,Trenton,male,Bachelor,Rural,Single,Star,Standard,High,Non_Travel,Low,539941
365166,Canada,Ontario,Toronto,male,Bachelor,Urban,Married,Star,2021 Promotion,Medium,Summer_Flights,Low,365166
628952,Canada,Alberta,Banff,female,Bachelor,Rural,Married,Star,Standard,Medium,Summer_Flights,Low,628952
690866,Canada,British Columbia,Vancouver,male,Bachelor,Urban,Single,Star,Standard,High,Autumn_Flights,Low,690866
947158,Canada,Ontario,Toronto,female,Bachelor,Suburban,Single,Star,Standard,High,Autumn_Flights,Low,947158
123780,Canada,Nova Scotia,Halifax,male,College,Urban,Single,Star,Standard,Low,Non_Travel,Low,123780
157200,Canada,Saskatchewan,Regina,male,College,Rural,Single,Star,Standard,Low,Autumn_Flights,Low,157200
392953,Canada,British Columbia,Vancouver,male,College,Rural,Single,Star,Standard,Low,Autumn_Flights,Low,392953
395962,Canada,Manitoba,Winnipeg,female,College,Rural,Single,Star,Standard,Low,Autumn_Flights,Low,395962
737509,Canada,Quebec,Montreal,male,College,Rural,Single,Star,Standard,Low,Winter_Flights,Low,737509
335852,Canada,Newfoundland,St. John's,female,College,Urban,Married,Star,Standard,Low,Summer_Flights,Low,335852
865727,Canada,Quebec,Quebec City,female,College,Urban,Married,Star,2021 Promotion,Low,Autumn_Flights,Low,865727
659607,Canada,Quebec,Montreal,female,High School or Below,Rural,Married,Star,Standard,Low,Summer_Flights,Low,659607
706884,Canada,Manitoba,Winnipeg,male,High School or Below,Urban,Married,Star,Standard,Low,Autumn_Flights,Low,706884
197067,Canada,Ontario,London,male,High School or Below,Urban,Married,Star,Standard,Low,Summer_Flights,Low,197067
376424,Canada,Quebec,Montreal,female,Bachelor,Suburban,Married,Star,Standard,Medium,Summer_Flights,Low,376424
490250,Canada,Manitoba,Winnipeg,female,Bachelor,Rural,Married,Star,Standard,Medium,Summer_Flights,Low,490250
317827,Canada,Yukon,Whitehorse,male,Bachelor,Rural,Married,Star,Standard,Medium,Summer_Flights,Low,317827
782318,Canada,Ontario,Kingston,female,Bachelor,Urban,Married,Star,Standard,Medium,Non_Travel,Low,782318
119997,Canada,Yukon,Whitehorse,male,Bachelor,Urban,Divorced,Star,Standard,Medium,Spring_Flights,Low,119997
356507,Canada,Ontario,Kingston,female,Bachelor,Rural,Divorced,Star,Standard,Medium,Winter_Flights,Low,356507
422496,Canada,British Columbia,Victoria,male,High School or Below,Urban,Single,Star,Standard,Medium,Summer_Flights,Low,422496
929728,Canada,Quebec,Hull,male,High School or Below,Rural,Single,Star,Standard,Medium,Spring_Flights,Low,929728
343879,Canada,Alberta,Calgary,female,Bachelor,Urban,Single,Star,Standard,Medium,Spring_Flights,Low,343879
406176,Canada,Manitoba,Winnipeg,male,Bachelor,Rural,Single,Star,Standard,Medium,Spring_Flights,Low,406176
494384,Canada,Ontario,Toronto,male,Bachelor,Rural,Single,Star,Standard,Medium,Winter_Flights,Low,494384
581661,Canada,British Columbia,Vancouver,male,Bachelor,Urban,Single,Star,Standard,Medium,Autumn_Flights,Low,581661
618823,Canada,Alberta,Edmonton,male,Bachelor,Suburban,Single,Star,Standard,Medium,Spring_Flights,Low,618823
641050,Canada,Ontario,Toronto,male,Bachelor,Urban,Single,Star,Standard,Medium,Spring_Flights,Low,641050
695596,Canada,Quebec,Montreal,male,Bachelor,Rural,Single,Star,Standard,Medium,Autumn_Flights,Low,695596
739084,Canada,Ontario,Toronto,male,Bachelor,Suburban,Single,Star,Standard,Medium,Summer_Flights,Low,739084
743610,Canada,Alberta,Edmonton,male,Bachelor,Urban,Single,Star,Standard,Medium,Spring_Flights,Low,743610
829588,Canada,Ontario,Toronto,male,Bachelor,Urban,Single,Star,2021 Promotion,Medium,Spring_Flights,Low,829588
878816,Canada,Ontario,Toronto,female,Bachelor,Rural,Single,Star,Standard,Medium,Winter_Flights,Low,878816
969810,Canada,British Columbia,Vancouver,female,Bachelor,Suburban,Single,Star,Standard,Medium,Spring_Flights,Low,969810
565960,Canada,Quebec,Montreal,male,Bachelor,Urban,Married,Star,Standard,Medium,Summer_Flights,Low,565960
641704,Canada,British Columbia,Victoria,male,Bachelor,Urban,Married,Star,Standard,Medium,Autumn_Flights,Low,641704
108264,Canada,Saskatchewan,Regina,female,Bachelor,Rural,Married,Star,Standard,Medium,Summer_Flights,Low,108264
298601,Canada,Ontario,Kingston,female,Bachelor,Suburban,Married,Star,Standard,Medium,Autumn_Flights,Low,298601
581481,Canada,British Columbia,Vancouver,female,Bachelor,Urban,Married,Star,Standard,High,Autumn_Flights,Low,581481
693608,Canada,Ontario,Toronto,female,Bachelor,Rural,Married,Star,Standard,High,Summer_Flights,Low,693608
772370,Canada,Saskatchewan,Regina,male,Bachelor,Rural,Single,Star,Standard,Medium,Summer_Flights,Low,772370
843037,Canada,Nova Scotia,Halifax,female,Bachelor,Suburban,Single,Star,Standard,Medium,Summer_Flights,Low,843037
201550,Canada,British Columbia,Dawson Creek,male,College,Suburban,Married,Star,Standard,Low,Non_Travel,Low,201550
212189,Canada,Ontario,Toronto,male,College,Urban,Married,Star,Standard,Low,Autumn_Flights,Low,212189
216487,Canada,Ontario,Toronto,female,Bachelor,Urban,Single,Star,Standard,High,Summer_Flights,Low,216487
674118,Canada,British Columbia,Dawson Creek,male,Bachelor,Suburban,Single,Star,Standard,High,Spring_Flights,Low,674118
880436,Canada,Ontario,Thunder Bay,male,Bachelor,Urban,Single,Star,Standard,Medium,Winter_Flights,Low,880436
387455,Canada,British Columbia,West Vancouver,female,Bachelor,Urban,Married,Star,Standard,Medium,Winter_Flights,Low,387455
877124,Canada,Quebec,Montreal,male,Bachelor,Rural,Married,Star,Standard,Medium,Spring_Flights,Low,877124
107461,Canada,British Columbia,Vancouver,male,College,Rural,Married,Star,Standard,Low,Winter_Flights,Low,107461
785076,Canada,Ontario,Toronto,male,College,Urban,Married,Star,Standard,Low,Spring_Flights,Low,785076
510353,Canada,British Columbia,Vancouver,male,College,Urban,Married,Star,Standard,Low,Summer_Flights,Low,510353
764896,Canada,Ontario,Trenton,male,College,Urban,Married,Star,Standard,Low,Summer_Flights,Low,764896
838845,Canada,Alberta,Edmonton,female,College,Urban,Married,Star,Standard,Low,Autumn_Flights,Low,838845
929712,Canada,Ontario,Toronto,female,College,Rural,Married,Star,Standard,Low,Autumn_Flights,Low,929712
229391,Canada,Saskatchewan,Regina,female,Bachelor,Urban,Single,Star,Standard,High,Winter_Flights,Low,229391
576654,Canada,Ontario,Kingston,male,Bachelor,Suburban,Single,Star,Standard,High,Non_Travel,Low,576654
383367,Canada,Ontario,Ottawa,female,Bachelor,Rural,Married,Star,2021 Promotion,Medium,Summer_Flights,Low,383367
393101,Canada,Ontario,Toronto,female,High School or Below,Suburban,Married,Star,Standard,Low,Autumn_Flights,Low,393101
574627,Canada,British Columbia,Vancouver,female,High School or Below,Rural,Married,Star,Standard,Low,Non_Travel,Low,574627
276035,Canada,Ontario,Toronto,female,Bachelor,Suburban,Single,Star,Standard,High,Summer_Flights,Low,276035
445679,Canada,Alberta,Calgary,male,Bachelor,Suburban,Single,Star,Standard,High,Non_Travel,Low,445679
474458,Canada,Ontario,Toronto,male,Bachelor,Suburban,Divorced,Star,Standard,High,Summer_Flights,Low,474458
968764,Canada,Alberta,Banff,male,Bachelor,Suburban,Divorced,Star,2021 Promotion,High,Spring_Flights,Low,968764
200744,Canada,Manitoba,Winnipeg,female,Bachelor,Rural,Divorced,Star,Standard,Medium,Winter_Flights,Low,200744
448354,Canada,Quebec,Montreal,female,Bachelor,Rural,Divorced,Star,Standard,Medium,Autumn_Flights,Low,448354
421744,Canada,Quebec,Hull,female,College,Urban,Married,Star,Standard,Low,Winter_Flights,Low,421744
953892,Canada,British Columbia,Vancouver,male,College,Rural,Married,Star,Standard,Low,Summer_Flights,Low,953892
745901,Canada,Ontario,Toronto,female,College,Rural,Single,Star,2021 Promotion,Low,Summer_Flights,Low,745901
794323,Canada,British Columbia,Kelowna,female,College,Suburban,Single,Star,Standard,Low,Spring_Flights,Low,794323
622992,Canada,Alberta,Banff,female,Bachelor,Urban,Married,Star,Standard,Medium,Non_Travel,Low,622992
711571,Canada,Ontario,Toronto,male,Bachelor,Urban,Married,Star,Standard,Medium,Spring_Flights,Low,711571
206772,Canada,Alberta,Edmonton,female,College,Suburban,Single,Star,Standard,Low,Summer_Flights,Low,206772
860099,Canada,Ontario,Toronto,male,College,Rural,Single,Star,Standard,Low,Autumn_Flights,Low,860099
348215,Canada,British Columbia,Whistler,female,Bachelor,Rural,Married,Star,Standard,Medium,Summer_Flights,Low,348215
966089,Canada,Quebec,Montreal,female,Bachelor,Rural,Married,Star,Standard,Medium,Autumn_Flights,Low,966089
208323,Canada,Alberta,Edmonton,female,High School or Below,Urban,Married,Star,Standard,Low,Spring_Flights,Low,208323
244296,Canada,Ontario,Toronto,male,High School or Below,Suburban,Married,Star,Standard,Low,Summer_Flights,Low,244296
577501,Canada,Quebec,Montreal,female,College,Rural,Married,Star,Standard,Low,Summer_Flights,Low,577501
961218,Canada,New Brunswick,Fredericton,female,College,Urban,Married,Star,Standard,Low,Spring_Flights,Low,961218
604076,Canada,Ontario,London,male,College,Urban,Married,Star,Standard,Low,Non_Travel,Low,604076
343103,Canada,British Columbia,Victoria,male,Bachelor,Rural,Married,Star,Standard,Medium,Spring_Flights,Low,343103
454880,Canada,Quebec,Montreal,male,Bachelor,Rural,Married,Star,Standard,Medium,Summer_Flights,Low,454880
328188,Canada,Ontario,Toronto,female,Bachelor,Urban,Married,Star,Standard,High,Summer_Flights,Low,328188
401350,Canada,Alberta,Banff,male,Bachelor,Urban,Married,Star,Standard,High,Autumn_Flights,Low,401350
486197,Canada,Ontario,Toronto,male,Bachelor,Urban,Single,Star,2021 Promotion,High,Autumn_Flights,Low,486197
625451,Canada,British Columbia,Dawson Creek,female,Bachelor,Suburban,Single,Star,Standard,High,Summer_Flights,Low,625451
908882,Canada,British Columbia,Victoria,male,Bachelor,Urban,Divorced,Star,Standard,Medium,Summer_Flights,Low,908882
979644,Canada,Quebec,Hull,male,Bachelor,Urban,Divorced,Star,Standard,Medium,Summer_Flights,Low,979644
851390,Canada,British Columbia,Dawson Creek,male,High School or Below,Urban,Divorced,Star,2021 Promotion,Medium,Summer_Flights,Low,851390
887266,Canada,Ontario,Toronto,female,High School or Below,Rural,Divorced,Star,Standard,Medium,Summer_Flights,Low,887266
128032,Canada,Quebec,Montreal,male,Bachelor,Urban,Single,Star,Standard,High,Winter_Flights,Low,128032
171042,Canada,Nova Scotia,Halifax,female,Bachelor,Rural,Single,Star,Standard,High,Non_Travel,Low,171042
337066,Canada,Ontario,Toronto,female,Bachelor,Rural,Single,Star,Standard,High,Autumn_Flights,Low,337066
581651,Canada,Ontario,Toronto,male,Bachelor,Suburban,Single,Star,Standard,High,Autumn_Flights,Low,581651
582066,Canada,Ontario,Thunder Bay,female,Bachelor,Rural,Single,Star,Standard,High,Spring_Flights,Low,582066
643705,Canada,British Columbia,Dawson Creek,female,Bachelor,Urban,Single,Star,Standard,High,Summer_Flights,Low,643705
752107,Canada,Alberta,Edmonton,female,Bachelor,Suburban,Single,Star,Standard,High,Autumn_Flights,Low,752107
798881,Canada,British Columbia,Vancouver,female,Bachelor,Urban,Single,Star,Standard,High,Winter_Flights,Low,798881
868025,Canada,Saskatchewan,Regina,female,Bachelor,Suburban,Single,Star,Standard,High,Spring_Flights,Low,868025
918112,Canada,Manitoba,Winnipeg,male,Bachelor,Rural,Single,Star,Standard,High,Autumn_Flights,Low,918112
977305,Canada,Ontario,Toronto,female,Bachelor,Rural,Single,Star,Standard,High,Autumn_Flights,Low,977305
447796,Canada,British Columbia,Vancouver,female,Bachelor,Suburban,Married,Star,Standard,Medium,Autumn_Flights,Low,447796
584845,Canada,Ontario,Trenton,male,Bachelor,Rural,Married,Star,Standard,Medium,Summer_Flights,Low,584845
457127,Canada,British Columbia,West Vancouver,female,Doctor,Suburban,Married,Star,2021 Promotion,Medium,Non_Travel,Low,457127
498643,Canada,Quebec,Montreal,male,Doctor,Rural,Married,Star,Standard,Medium,Summer_Flights,Low,498643
489985,Canada,British Columbia,Victoria,male,Bachelor,Rural,Divorced,Star,Standard,Medium,Summer_Flights,Low,489985
909727,Canada,Quebec,Hull,female,Bachelor,Urban,Divorced,Star,2021 Promotion,Medium,Spring_Flights,Low,909727
474047,Canada,New Brunswick,Fredericton,male,Bachelor,Suburban,Married,Star,Standard,High,Non_Travel,Low,474047
651469,Canada,Quebec,Montreal,male,Bachelor,Suburban,Married,Star,Standard,High,Non_Travel,Low,651469
190227,Canada,Quebec,Montreal,female,College,Rural,Single,Star,Standard,Low,Spring_Flights,Low,190227
212849,Canada,British Columbia,West Vancouver,male,College,Suburban,Single,Star,Standard,Low,Summer_Flights,Low,212849
100753,Canada,Quebec,Quebec City,male,Bachelor,Urban,Divorced,Star,Standard,Low,Summer_Flights,Low,100753
794723,Canada,Newfoundland,St. John's,female,Bachelor,Urban,Divorced,Star,Standard,Low,Summer_Flights,Low,794723
250363,Canada,Quebec,Montreal,male,Bachelor,Suburban,Single,Star,2021 Promotion,High,Summer_Flights,Low,250363
460349,Canada,British Columbia,West Vancouver,female,Bachelor,Rural,Single,Star,Standard,High,Spring_Flights,Low,460349
317776,Canada,Newfoundland,St. John's,male,Doctor,Rural,Married,Star,Standard,Medium,Summer_Flights,Low,317776
798352,Canada,Quebec,Quebec City,male,Doctor,Rural,Married,Star,Standard,Medium,Non_Travel,Low,798352
543901,Canada,Saskatchewan,Regina,female,Bachelor,Urban,Divorced,Star,Standard,High,Summer_Flights,Low,543901
837641,Canada,Nova Scotia,Halifax,female,Bachelor,Suburban,Divorced,Star,Standard,High,Winter_Flights,Low,837641
292546,Canada,British Columbia,Vancouver,female,Bachelor,Rural,Married,Star,2021 Promotion,High,Winter_Flights,Low,292546
718962,Canada,Ontario,Toronto,male,Bachelor,Suburban,Married,Star,Standard,High,Summer_Flights,Low,718962
309304,Canada,British Columbia,Vancouver,male,College,Urban,Married,Star,Standard,Low,Summer_Flights,Low,309304
515775,Canada,Ontario,Thunder Bay,female,Bachelor,Urban,Married,Star,Standard,Medium,Summer_Flights,Low,515775
576363,Canada,Quebec,Montreal,female,Bachelor,Rural,Divorced,Star,Standard,High,Summer_Flights,Low,576363
696732,Canada,British Columbia,Victoria,female,Bachelor,Urban,Divorced,Star,Standard,High,Autumn_Flights,Low,696732
190827,Canada,Ontario,Thunder Bay,female,College,Suburban,Married,Star,Standard,Low,Autumn_Flights,Low,190827
599372,Canada,Ontario,Toronto,female,College,Suburban,Married,Star,Standard,Low,Autumn_Flights,Low,599372
641121,Canada,Alberta,Calgary,female,College,Rural,Married,Star,Standard,Low,Non_Travel,Low,641121
446988,Canada,Alberta,Edmonton,female,Bachelor,Rural,Married,Star,Standard,High,Summer_Flights,Low,446988
863280,Canada,Ontario,Toronto,male,Bachelor,Urban,Married,Star,Standard,High,Summer_Flights,Low,863280
148749,Canada,Quebec,Montreal,female,Bachelor,Suburban,Married,Star,2021 Promotion,Medium,Winter_Flights,Low,148749
618719,Canada,British Columbia,Whistler,male,Bachelor,Urban,Married,Star,Standard,Medium,Summer_Flights,Low,618719
381189,Canada,British Columbia,Vancouver,female,Bachelor,Suburban,Divorced,Star,Standard,Medium,Spring_Flights,Low,381189
575821,Canada,Ontario,Toronto,male,Bachelor,Suburban,Divorced,Star,Standard,Medium,Winter_Flights,Low,575821
172284,Canada,Ontario,Toronto,female,Master,Rural,Divorced,Star,Standard,Low,Winter_Flights,Low,172284
243191,Canada,Ontario,Sudbury,male,Master,Rural,Divorced,Star,Standard,Low,Summer_Flights,Low,243191
269694,Canada,Alberta,Peace River,female,Master,Rural,Divorced,Star,Standard,Low,Summer_Flights,Low,269694
312545,Canada,Quebec,Tremblant,female,Master,Urban,Divorced,Star,Standard,Low,Autumn_Flights,Low,312545
353096,Canada,Ontario,Kingston,male,Master,Urban,Divorced,Star,Standard,Low,Winter_Flights,Low,353096
401766,Canada,British Columbia,Vancouver,male,Master,Suburban,Divorced,Star,Standard,Low,Summer_Flights,Low,401766
446352,Canada,British Columbia,Vancouver,female,Master,Rural,Divorced,Star,Standard,Low,Spring_Flights,Low,446352
481457,Canada,Ontario,Toronto,female,Master,Rural,Divorced,Star,2021 Promotion,Low,Summer_Flights,Low,481457
549686,Canada,Ontario,Trenton,male,Master,Rural,Divorced,Star,Standard,Low,Winter_Flights,Low,549686
911668,Canada,New Brunswick,Moncton,male,Master,Suburban,Divorced,Star,Standard,Low,Summer_Flights,Low,911668
453032,Canada,Quebec,Montreal,female,Bachelor,Urban,Married,Star,Standard,High,Autumn_Flights,Low,453032
696562,Canada,British Columbia,West Vancouver,female,Bachelor,Rural,Married,Star,Standard,High,Autumn_Flights,Low,696562
559576,Canada,British Columbia,Vancouver,male,Bachelor,Urban,Married,Star,Standard,High,Summer_Flights,Low,559576
822205,Canada,Ontario,Toronto,male,Bachelor,Rural,Married,Star,Standard,High,Winter_Flights,Low,822205
513099,Canada,Ontario,Toronto,male,Bachelor,Rural,Single,Star,Standard,High,Spring_Flights,Low,513099
765655,Canada,Alberta,Calgary,female,Bachelor,Suburban,Single,Star,Standard,High,Summer_Flights,Low,765655
316933,Canada,Ontario,Toronto,female,Bachelor,Suburban,Married,Star,Standard,Medium,Winter_Flights,Low,316933
890650,Canada,British Columbia,Vancouver,male,Bachelor,Urban,Married,Star,Standard,Medium,Autumn_Flights,Low,890650
162489,Canada,Ontario,Toronto,male,Bachelor,Urban,Single,Star,Standard,Medium,Autumn_Flights,Low,162489
950933,Canada,British Columbia,Vancouver,male,Bachelor,Suburban,Single,Star,Standard,Medium,Autumn_Flights,Low,950933
139135,Canada,Quebec,Hull,male,College,Rural,Single,Star,Standard,Low,Summer_Flights,Low,139135
374931,Canada,British Columbia,West Vancouver,male,Bachelor,Urban,Married,Star,Standard,High,Autumn_Flights,Low,374931
713520,Canada,British Columbia,Vancouver,female,College,Urban,Single,Star,Standard,Low,Spring_Flights,Low,713520
779106,Canada,Quebec,Montreal,male,Bachelor,Urban,Married,Star,Standard,High,Spring_Flights,Low,779106
778066,Canada,Quebec,Tremblant,female,Bachelor,Suburban,Married,Star,Standard,Medium,Autumn_Flights,Low,778066
820204,Canada,New Brunswick,Fredericton,female,Bachelor,Rural,Married,Star,Standard,Medium,Summer_Flights,Low,820204
550598,Canada,British Columbia,Vancouver,female,Bachelor,Rural,Married,Star,2021 Promotion,High,Winter_Flights,Low,550598
592350,Canada,Ontario,Toronto,male,Bachelor,Urban,Married,Star,Standard,High,Spring_Flights,Low,592350
113578,Canada,British Columbia,Vancouver,male,Bachelor,Urban,Married,Star,Standard,Medium,Winter_Flights,Low,113578
900853,Canada,Ontario,Trenton,male,Bachelor,Rural,Married,Star,Standard,Medium,Summer_Flights,Low,900853
318755,Canada,British Columbia,Victoria,female,Bachelor,Rural,Married,Star,Standard,Medium,Spring_Flights,Low,318755
469660,Canada,Quebec,Montreal,female,Bachelor,Suburban,Married,Star,Standard,Medium,Summer_Flights,Low,469660
133821,Canada,Quebec,Montreal,female,Bachelor,Suburban,Married,Star,Standard,Medium,Spring_Flights,Low,133821
915156,Canada,Manitoba,Winnipeg,male,Bachelor,Rural,Married,Star,Standard,Medium,Summer_Flights,Low,915156
214095,Canada,British Columbia,Vancouver,male,Bachelor,Urban,Single,Star,2021 Promotion,High,Autumn_Flights,Low,214095
948714,Canada,Ontario,Trenton,male,Bachelor,Urban,Single,Star,Standard,High,Summer_Flights,Low,948714
783255,Canada,Quebec,Quebec City,male,College,Suburban,Single,Star,Standard,Low,Winter_Flights,Low,783255
796544,Canada,Newfoundland,St. John's,female,College,Urban,Single,Star,Standard,Low,Winter_Flights,Low,796544
134012,Canada,Ontario,Trenton,female,Bachelor,Rural,Single,Star,Standard,High,Winter_Flights,Low,134012
841948,Canada,British Columbia,Vancouver,male,Bachelor,Suburban,Single,Star,Standard,High,Summer_Flights,Low,841948
536018,Canada,Ontario,Toronto,male,Bachelor,Suburban,Single,Star,Standard,Medium,Summer_Flights,Low,536018
603545,Canada,British Columbia,Vancouver,female,Bachelor,Urban,Single,Star,Standard,Medium,Summer_Flights,Low,603545
338750,Canada,Ontario,Toronto,male,Bachelor,Rural,Married,Star,Standard,Medium,Non_Travel,Low,338750
982535,Canada,British Columbia,Vancouver,female,Bachelor,Urban,Married,Star,Standard,Medium,Summer_Flights,Low,982535
138121,Canada,Quebec,Montreal,male,College,Rural,Divorced,Star,Standard,Low,Summer_Flights,Low,138121
516594,Canada,British Columbia,Whistler,female,College,Rural,Divorced,Star,Standard,Low,Summer_Flights,Low,516594
796943,Canada,British Columbia,Vancouver,male,Bachelor,Rural,Married,Star,Standard,High,Non_Travel,Low,796943
844677,Canada,Quebec,Hull,male,Bachelor,Rural,Married,Star,Standard,High,Summer_Flights,Low,844677
528782,Canada,Manitoba,Winnipeg,female,Bachelor,Urban,Married,Star,Standard,Medium,Non_Travel,Low,528782
942355,Canada,Quebec,Montreal,male,Bachelor,Suburban,Married,Star,Standard,Medium,Spring_Flights,Low,942355
140391,Canada,Ontario,Trenton,male,Bachelor,Rural,Divorced,Star,Standard,Medium,Autumn_Flights,Low,140391
220538,Canada,British Columbia,Vancouver,male,Bachelor,Rural,Divorced,Star,Standard,Medium,Spring_Flights,Low,220538
178565,Canada,Ontario,Ottawa,male,Bachelor,Suburban,Married,Star,Standard,Medium,Autumn_Flights,Low,178565
729173,Canada,British Columbia,Vancouver,male,Bachelor,Rural,Married,Star,Standard,Medium,Autumn_Flights,Low,729173
781924,Canada,Ontario,Trenton,female,Bachelor,Suburban,Married,Star,Standard,Medium,Summer_Flights,Low,781924
453133,Canada,Quebec,Montreal,male,Bachelor,Urban,Married,Star,Standard,High,Spring_Flights,Low,453133
465421,Canada,British Columbia,Whistler,female,Bachelor,Rural,Married,Star,Standard,High,Summer_Flights,Low,465421
439252,Canada,Alberta,Edmonton,male,College,Urban,Single,Star,Standard,Low,Winter_Flights,Low,439252
985839,Canada,Ontario,Toronto,male,College,Rural,Single,Star,Standard,Low,Autumn_Flights,Low,985839
321012,Canada,Ontario,Trenton,female,Bachelor,Rural,Married,Star,Standard,High,Autumn_Flights,Low,321012
528331,Canada,British Columbia,Vancouver,male,Bachelor,Suburban,Married,Star,Standard,High,Spring_Flights,Low,528331
383391,Canada,Ontario,Kingston,female,Bachelor,Suburban,Married,Star,Standard,Medium,Winter_Flights,Low,383391
186810,Canada,Quebec,Montreal,male,Bachelor,Rural,Married,Star,Standard,High,Summer_Flights,Low,186810
